epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,21393.2,1.25657,1.1408,0.8678,0.53523,0.95037,0.63617,0.41588,0.94025,3.76504,0.7315,0.000218,0.000218,0.000218
182,21467.5,1.15714,3.96775,0.82127,0.5343,0.95404,0.63429,0.41688,0.94655,4.02989,0.7313,0.0002081,0.0002081,0.0002081
183,21543.2,1.21457,1.0951,0.87756,0.53127,0.95404,0.63232,0.41647,0.94633,3.88953,0.73018,0.0001982,0.0001982,0.0001982
184,21620.7,1.28913,1.13416,0.87066,0.53662,0.95404,0.63151,0.42389,0.92335,3.76832,0.72489,0.0001883,0.0001883,0.0001883
185,21697,1.24105,1.04253,0.87971,0.54144,0.95221,0.63504,0.42709,0.91306,3.7894,0.72493,0.0001784,0.0001784,0.0001784
186,21772.8,1.28155,1.0055,0.88137,0.54913,0.93809,0.63806,0.4305,0.91017,3.91811,0.72492,0.0001685,0.0001685,0.0001685
187,21848.7,1.23486,1.12653,0.88613,0.54842,0.93199,0.63942,0.43212,0.91091,4.05829,0.7235,0.0001586,0.0001586,0.0001586
188,21924.7,1.26154,1.12499,0.88263,0.5443,0.93015,0.64332,0.43319,0.90123,4.10026,0.7229,0.0001487,0.0001487,0.0001487
189,22000.6,1.24258,1.21602,0.87236,0.54388,0.93934,0.64617,0.43218,0.91077,3.8761,0.72415,0.0001388,0.0001388,0.0001388
190,22075.7,1.17237,1.02963,0.88722,0.54519,0.93199,0.6456,0.43133,0.90446,3.4865,0.7234,0.0001289,0.0001289,0.0001289
191,22150.3,1.2515,1.20254,0.86084,0.54101,0.93382,0.64376,0.42779,0.92179,3.36615,0.72365,0.000119,0.000119,0.000119
192,22225.7,1.18631,1.09335,0.88785,0.54006,0.93934,0.64098,0.42748,0.92936,3.30208,0.72544,0.0001091,0.0001091,0.0001091
193,22300.7,1.18013,1.08655,0.89073,0.5433,0.94469,0.64881,0.42538,0.93144,3.26635,0.72659,9.92e-05,9.92e-05,9.92e-05
194,22375.9,1.18398,1.08791,0.88715,0.54076,0.9394,0.6467,0.4233,0.93179,3.31847,0.72858,8.93e-05,8.93e-05,8.93e-05
195,22451.2,1.2989,1.74547,0.85731,0.54315,0.9375,0.64714,0.42198,0.93016,3.35441,0.72983,7.94e-05,7.94e-05,7.94e-05
196,22524.9,1.1982,1.09061,0.89443,0.54171,0.93382,0.64784,0.42088,0.92886,3.57465,0.72955,6.95e-05,6.95e-05,6.95e-05
197,22598.4,1.18848,1.22007,0.8752,0.54441,0.94118,0.64851,0.42229,0.92514,3.68206,0.72888,5.96e-05,5.96e-05,5.96e-05
198,22673,1.18148,1.08641,0.88961,0.54284,0.93934,0.64899,0.42718,0.91884,3.73743,0.72772,4.97e-05,4.97e-05,4.97e-05
199,22748,1.22411,1.07674,0.85559,0.54273,0.9375,0.64899,0.42845,0.92062,3.75386,0.72656,3.98e-05,3.98e-05,3.98e-05
200,22823.1,1.1438,1.1008,0.86907,0.54229,0.93934,0.64861,0.43002,0.92316,3.69484,0.72581,2.99e-05,2.99e-05,2.99e-05
