epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,5121.41,1.13338,0.59813,0.86914,0.97815,0.95037,0.98166,0.67883,0.95437,0.52751,0.83055,0.0002378,0.0002378,0.0002378
180,5145.16,1.20437,0.60911,0.8449,0.97618,0.95037,0.98189,0.68245,0.94749,0.52528,0.83001,0.0002279,0.0002279,0.0002279
181,5170.27,1.1425,0.60466,0.84711,0.97155,0.95772,0.98191,0.69345,0.92507,0.52144,0.8282,0.000218,0.000218,0.000218
182,5194.78,1.16321,0.63451,0.86007,0.96976,0.9614,0.98248,0.70177,0.91399,0.51898,0.82801,0.0002081,0.0002081,0.0002081
183,5219.89,1.11021,0.58177,0.83718,0.97219,0.96401,0.98302,0.70101,0.91683,0.51515,0.8284,0.0001982,0.0001982,0.0001982
184,5243.87,1.09844,0.59358,0.85234,0.97588,0.96666,0.984,0.70311,0.91659,0.50935,0.82895,0.0001883,0.0001883,0.0001883
185,5268.06,1.12929,0.5982,0.86864,0.97568,0.97059,0.98407,0.7063,0.90886,0.50601,0.8285,0.0001784,0.0001784,0.0001784
186,5293.27,1.12292,0.57619,0.85853,0.97233,0.96879,0.98363,0.70926,0.90206,0.50567,0.82798,0.0001685,0.0001685,0.0001685
187,5319.25,1.0801,0.57567,0.84546,0.96176,0.97094,0.9833,0.70914,0.90297,0.50635,0.82802,0.0001586,0.0001586,0.0001586
188,5344.49,1.15972,0.60388,0.85051,0.96061,0.9761,0.98565,0.70612,0.90828,0.50912,0.82778,0.0001487,0.0001487,0.0001487
189,5367.23,1.1432,0.59509,0.84543,0.9619,0.97451,0.98616,0.70695,0.90523,0.50789,0.82699,0.0001388,0.0001388,0.0001388
190,5389.07,1.01796,0.56148,0.85898,0.96262,0.97243,0.98356,0.70691,0.90001,0.50674,0.82621,0.0001289,0.0001289,0.0001289
191,5409.98,1.05107,0.58539,0.85717,0.96235,0.97243,0.98365,0.71045,0.89488,0.5059,0.82536,0.000119,0.000119,0.000119
192,5430.9,1.03542,0.56906,0.8518,0.98005,0.95588,0.98377,0.71302,0.89386,0.50555,0.82439,0.0001091,0.0001091,0.0001091
193,5452.04,0.98547,0.54491,0.84981,0.98487,0.95703,0.98374,0.70977,0.89438,0.50515,0.82409,9.92e-05,9.92e-05,9.92e-05
194,5473.19,1.10277,0.57843,0.8543,0.98336,0.95772,0.98373,0.71206,0.89516,0.5066,0.82378,8.93e-05,8.93e-05,8.93e-05
195,5494.14,1.03193,0.55377,0.86119,0.98175,0.95772,0.98376,0.70987,0.89603,0.50783,0.82367,7.94e-05,7.94e-05,7.94e-05
196,5514.93,1.08245,0.57427,0.84895,0.97576,0.96176,0.98343,0.71044,0.89575,0.50787,0.82368,6.95e-05,6.95e-05,6.95e-05
197,5535.68,1.13164,0.5921,0.85293,0.97577,0.96241,0.9834,0.70993,0.89394,0.50762,0.82358,5.96e-05,5.96e-05,5.96e-05
198,5557,1.03135,0.54929,0.85697,0.97765,0.96503,0.98319,0.70947,0.89514,0.5074,0.82388,4.97e-05,4.97e-05,4.97e-05
199,5578.6,1.05626,0.56715,0.84896,0.97763,0.96406,0.98303,0.70761,0.89733,0.50844,0.82391,3.98e-05,3.98e-05,3.98e-05
200,5599.98,1.04118,0.56348,0.85102,0.97948,0.96502,0.98304,0.70562,0.90005,0.5096,0.82414,2.99e-05,2.99e-05,2.99e-05
